candidate,sentiment,text,tweet_coord
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"#GOPdebates Huckabee, Rubio, Paul, and Walker get a well done, but Trump battled the #FoxFire and won.",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Negative,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates,
Donald Trump,Negative,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,Storming here and directv satellite is coming and going. Let me know If THE DONALD actually ^answers^ a question! #GOPdebates,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Ted Cruz,Negative,"Hey #FoxNews, planning on giving #TedCruz chance to speak? You're trying to marginalize him as you do on your daily news cycle. #GOPDebates",
Donald Trump,Positive,RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDebäó_,
Donald Trump,Positive,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Positive,Ted Cruz appears to be the oddan put so far. More Ted please #FoxNews #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Negative,"RT @fsxbc: Trump sez- Four, FOUR times I've taken advantage of the law, and as your prez, I'd be honored to do it again. #GOPDebates",
Ted Cruz,Negative,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates,
Donald Trump,Positive,#Trump is killing me in the #GOPDebates. Loved his #AtlanticCity zinger to #ChrisChristie. And how condescending he was to the moderator.,
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"@kvlxi19xx Yes he does and never claimed that he would do that.
#DUH #DonaldTrump  #GOPDebates",
Donald Trump,Negative,RT @b140_tweet: Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Ted Cruz,Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,Does #donaldtrump know that the USA can't declare bankruptcy and stiff our Chinese creditors?  #askingforafriend #gopdebates,
Donald Trump,Negative,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? _ôˆ__ôˆŸ #GOPDebates  #GOPDebate",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,"@megynkelly and @BretBaier are the GOP's new Trump attack dog.  
Never saw that coming.  
#GOPDebates @FoxNews #Shameful",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Ted Cruz,Negative,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates,
Donald Trump,Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates-sorry acting like democrat",
Donald Trump,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ôˆ__ôˆŸ,
Donald Trump,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @ScottLinnen: You screwed Atlantic City more ways than the Kama Sutra with Trump Taj Mahal. #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,Trump has a FRESH Gaussian blur on that hair #Republicandebate #GopDebates,
Donald Trump,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,
Donald Trump,Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,For your entertainment. #GOPDebates http://t.co/rEAvo89PTj,
Ted Cruz,Neutral,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates,
Donald Trump,Negative,"@RWSurferGirl This #GOPDebates is so biased against Trump and others, it's not funny!",
Ted Cruz,Neutral,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Ted Cruz,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Negative,Is @FoxNews going to ask #Trump2016 any more POLICY questions? Or just character smears? #GOPDebate #GOPDebates #MakeAmericaGreatAgain,
Donald Trump,Positive,RT @b140_tweet: Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF,
Donald Trump,Neutral,Walked into the Donald Trump Show #GopDebates,
Donald Trump,Positive,"CDM @RWSurferGirl  3m3 minutes ago
Thanks Fox News, you're raising @realDonaldTrump 's ratings. Ñ_ñåÑ_ñ_ #GOPDebate  #GOPDebates",
Donald Trump,Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,Good show. Bring on #JonVoyage. Prediction: Trump goes independent.  #GOPDebate #GopDebates @FoxNews see ya once y'all narrow it to 1. Gah!,
Donald Trump,Positive,Trump: This country owns $19 Trillion Dollars and they need someone like me to fix it #QUDebates #GOPDebates,
Donald Trump,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Marco Rubio,Neutral,RT @RememberZion: Rubio wants to repeal #DoddFrank #GOPDebates,
Donald Trump,Negative,Shame on @Foxnews. They R doing what @Obama does - trying 2 make  winners &amp; losers. Loving @realDonaldTrump #GOPdebates,
Donald Trump,Negative,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Marco Rubio,Positive,"RT @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates",
Ted Cruz,Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,"Trump sez- Four, FOUR times I've taken advantage of the law, and as your prez, I'd be honored to do it again. #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @mette_mariek: Donald Trump is @eddiepepitone's best character ever. #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Neutral,"RT @tmservo433: Trump: Banks aren't babies. They are killers. Hell yes I got away from bad deals, and I can make the USA a scofflaw too! #Gäó_",
Donald Trump,Negative,"#GOPDebates @FoxNews. Frightening to think the media is giving so much attention to a man who uses the word ""stupid"" SO much!#DonaldTrump",
Donald Trump,Neutral,RT @llaughlin: So Trump is rich? #GOPDebates,
Ted Cruz,Negative,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Marco Rubio,Neutral,Rubio wants to repeal #DoddFrank #GOPDebates,
Donald Trump,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Negative,Have they only asked #TedCruz two questions? #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,
